-0.46,4.94,0.13,0.02,-0.03,0.02,131350,124008,130975,0.02,-0.43,-0.01,182.25
-0.45,4.94,0.11,0.07,-0.02,-0.06,131358,124023,131018,0.02,-0.43,-0.00,182.32
-0.50,4.88,-0.06,-0.02,0.11,-0.09,131351,124038,131029,0.02,-0.43,-0.00,182.27
-0.53,4.91,0.09,0.08,-0.08,-0.08,131354,124050,131038,0.02,-0.43,-0.00,182.30
-0.57,4.94,0.04,0.07,-0.04,-0.11,131361,124068,131064,0.02,-0.43,-0.00,182.36
-0.63,4.93,0.02,0.10,-0.05,-0.14,131359,124092,131092,0.02,-0.43,0.00,182.35
-0.67,4.91,-0.05,0.11,-0.13,-0.05,131366,124134,131135,0.02,-0.42,0.00,182.43
-0.68,4.90,-0.04,0.01,-0.11,0.11,131360,124138,131130,0.02,-0.42,0.00,182.38
-0.60,4.93,-0.04,-0.04,-0.06,0.06,131348,124141,131162,0.02,-0.42,0.01,182.28
-0.58,4.93,-0.05,-0.00,-0.02,0.03,131360,124130,131144,0.02,-0.42,0.00,182.38
-0.57,4.93,-0.01,0.02,0.01,0.01,131356,124144,131135,0.02,-0.42,0.00,182.35
-0.59,4.93,0.05,-0.04,-0.02,0.01,131354,124127,131110,0.02,-0.42,0.00,182.33
-0.56,4.93,-0.04,0.02,-0.01,0.02,131356,124133,131131,0.02,-0.42,0.00,182.34
-0.56,4.93,-0.03,0.01,-0.01,0.01,131357,124123,131129,0.02,-0.42,0.00,182.35
-0.56,4.93,-0.03,0.01,-0.01,0.02,131360,124123,131122,0.02,-0.42,0.00,182.37
-0.54,4.92,-0.04,0.00,-0.04,0.01,131355,124131,131138,0.02,-0.42,0.00,182.33
-0.45,4.93,-0.21,-0.14,0.01,-0.00,131353,124118,131113,0.02,-0.42,0.00,182.31
-0.54,4.93,0.00,0.02,-0.05,-0.01,131355,124126,131111,0.02,-0.42,0.00,182.33
-0.55,4.93,-0.01,0.00,-0.04,0.00,131355,124120,131113,0.02,-0.42,0.00,182.33
-0.56,4.92,-0.03,-0.02,-0.02,-0.00,131357,124112,131106,0.02,-0.42,0.00,182.34
-0.54,4.92,-0.00,0.02,-0.03,0.01,131355,124123,131110,0.02,-0.42,0.00,182.33
-0.57,4.92,0.04,-0.04,-0.05,0.00,131354,124116,131092,0.02,-0.42,0.00,182.32
