35921876,-0.5775,-1.7850,0.5425,0.0582,-0.0039,1.0152,0.12,-0.12,0.37,129095,133088,125020
35952148,-1.6275,-1.6450,0.2450,0.0588,-0.0067,1.0125,0.12,-0.12,0.37,129088,133072,125012
35972656,-1.8550,-1.3825,-0.0700,0.0594,-0.0094,1.0114,0.12,-0.12,0.37,129098,133070,125020
35992188,-1.0850,-1.1725,-0.2975,0.0599,-0.0124,1.0106,0.12,-0.12,0.37,129092,133071,125006
36012696,-0.4725,-1.0150,-0.5600,0.0610,-0.0151,1.0097,0.12,-0.12,0.37,129083,133065,124998
36032224,0.1050,-0.8050,-0.8575,0.0626,-0.0176,1.0085,0.12,-0.12,0.37,129080,133079,125008
36052736,1.2775,-0.4900,-1.1375,0.0644,-0.0200,1.0072,0.12,-0.12,0.37,129096,133080,125023
36072264,1.5750,-0.2800,-1.2600,0.0647,-0.0201,1.0072,0.12,-0.12,0.37,129099,133073,125019
36091796,1.5925,-0.2800,-1.2250,0.0644,-0.0192,1.0077,0.12,-0.12,0.37,129094,133084,125023
36112304,0.9450,-0.4200,-1.2250,0.0637,-0.0173,1.0085,0.12,-0.12,0.37,129087,133089,125011
36131836,0.9100,-0.5425,-1.0850,0.0627,-0.0156,1.0094,0.12,-0.12,0.37,129079,133084,125007
36152344,-0.0525,-0.5075,-0.9800,0.0620,-0.0137,1.0100,0.12,-0.12,0.37,129083,133072,125031
36171876,-0.7350,-0.4200,-0.9800,0.0617,-0.0117,1.0113,0.12,-0.12,0.37,129095,133079,125032
36192384,0.3675,-0.4550,-0.8400,0.0625,-0.0113,1.0120,0.12,-0.12,0.37,129094,133058,125033
36211912,0.9450,-0.4200,-0.8400,0.0632,-0.0115,1.0121,0.12,-0.12,0.37,129085,133076,125028
36232420,0.6825,-0.4725,-0.9275,0.0634,-0.0120,1.0121,0.12,-0.12,0.37,129078,133074,125028
36251952,0.9100,-0.4025,-1.1025,0.0630,-0.0127,1.0126,0.12,-0.12,0.37,129090,133071,125024
36272460,1.5925,-0.5250,-1.1900,0.0620,-0.0128,1.0136,0.12,-0.12,0.37,129093,133082,125038
36291992,1.5225,-0.8575,-1.0500,0.0617,-0.0115,1.0143,0.12,-0.12,0.37,129098,133073,125032
36312500,0.4025,-0.7700,-1.0150,0.0619,-0.0098,1.0143,0.12,-0.12,0.37,129087,133080,125015
36332032,0.4900,-0.6300,-0.8750,0.0620,-0.0087,1.0146,0.12,-0.12,0.37,129082,133084,125020
36352540,1.6450,-0.6300,-0.8400,0.0625,-0.0084,1.0149,0.12,-0.12,0.37,129093,133073,125032
36372072,1.6450,-0.7000,-0.8225,0.0632,-0.0082,1.0147,0.12,-0.12,0.37,129102,133078,125036
36392576,0.8750,-0.7350,-0.7875,0.0632,-0.0072,1.0135,0.12,-0.12,0.37,129103,133088,125023
36412108,1.1900,-0.4725,-0.7700,0.0628,-0.0067,1.0128,0.12,-0.12,0.37,129092,133090,125023
36432616,2.6425,-0.4550,-0.6300,0.0628,-0.0065,1.0126,0.12,-0.12,0.37,129086,133087,125040
36452148,3.0100,-0.3850,-0.6125,0.0632,-0.0059,1.0121,0.12,-0.12,0.37,129094,133093,125034
36472656,2.0300,-0.2975,-0.6300,0.0634,-0.0051,1.0114,0.12,-0.12,0.37,129107,133098,125041
36492188,1.4350,-0.3675,-0.6125,0.0632,-0.0044,1.0109,0.12,-0.12,0.37,129097,133096,125033
36512696,1.1550,-0.1400,-0.5250,0.0620,-0.0034,1.0103,0.12,-0.12,0.37,129088,133101,125019
36532224,1.1550,0.0175,-0.5425,0.0610,-0.0031,1.0102,0.12,-0.12,0.37,129086,133112,125023
36552736,1.2425,0.0700,-0.5425,0.0604,-0.0032,1.0104,0.12,-0.12,0.37,129099,133102,125041
36572264,0.9275,0.0525,-0.6650,0.0603,-0.0035,1.0106,0.12,-0.12,0.37,129094,133092,125049
36591796,0.5075,0.0350,-0.7700,0.0608,-0.0040,1.0104,0.12,-0.12,0.37,129090,133095,125045
36612304,0.9100,0.0350,-0.8750,0.0612,-0.0046,1.0104,0.12,-0.12,0.37,129073,133101,125037
36631836,1.6450,0.2100,-0.9450,0.0610,-0.0050,1.0105,0.12,-0.12,0.37,129075,133107,125045
36652344,2.5550,0.2450,-0.9450,0.0605,-0.0046,1.0109,0.12,-0.12,0.37,129080,133103,125047
